dep_airport,arr_airport,dep_date_time,fuel_gallons,tail_number
SJC,AUS,7/27/23,1600,N628TS
IAD,OAK,8/2/23,2400,N628TS
AUS,JVL,8/6/23,890,N628TS
JVL,MGJ,8/7/23,720,N628TS
MGJ,AUS,8/8/23,1400,N628TS
AUS,CLE,8/14/23,1100,N628TS
CLE,VCT,8/31/23,1500,N628TS
VCT,BRO,9/9/23,330,N628TS
BRO,OAK,9/11/23,1600,N628TS
OAK,AUS,9/12/23,1400,N628TS
AUS,DCA,9/13/23,1300,N628TS
DCA,AUS,9/14/23,1200,N628TS
AUS,ENV,9/15/23,1200,N628TS
ENV,SJC,9/17/23,860,N628TS
SJC,AUS,9/18/23,1300,N628TS
AUS,EGP,9/28/23,290,N628TS
EGP,AUS,9/28/23,310,N628TS
AUS,LAX,9/29/23,1300,N628TS
LAX,SJC,9/29/23,650,N628TS
SJC,AUS,10/1/23,1400,N628TS
AUS,HHR,10/16/23,1200,N628TS
HHR,AUS,10/17/23,1400,N628TS
AUS,LSV,10/29/23,1100,N628TS
LSV,AUS,10/29/23,1000,N628TS
AUS,LTN,10/31/23,4700,N628TS
LTN,SXF,11/3/23,930,N628TS
SXF,AUS,11/16/23,5900,N628TS
AUS,BRO,11/17/23,410,N628TS
BRO,AUS,11/19/23,530,N628TS
TLV,TLV,11/27/23,2500,N628TS
SNN,SNN,11/28/23,4700,N628TS
AUS,TEB,11/29/23,1500,N628TS
STN,RUH,11/30/23,2900,N628TS
AUS,PVD,12/9/23,1800,N628TS
PVD,AUS,12/11/23,1700,N628TS
AUS,CIA,12/16/23,5300,N628TS
CIA,AUS,12/17/23,5300,N628TS
AUS,SJU,12/31/23,2400,N628TS
SKB,SKB,1/3/24,4000,N628TS
AUS,BRO,1/11/24,390,N628TS
BRO,AUS,1/13/24,450,N628TS
AUS,SLC,1/15/24,1100,N628TS
SLC,AUS,1/16/24,1100,N628TS
AUS,SRP,1/22/24,1900,N628TS
SRP,OSL,1/25/24,6200,N628TS
BYG,RNT,2/16/24,900,N628TS
SPG,AUS,2/17/24,1000,N628TS
AUS,LAX,2/20/24,1400,N628TS
VNY,NOG,2/20/24,530,N628TS
KIC,AUS,2/22/24,1800,N628TS
NUQ,KIC,2/22/24,580,N628TS
AUS,BED,2/25/24,1600,N628TS
FUL,PRB,2/26/24,580,N628TS
LXV,IPT,2/26/24,950,N628TS
BXK,AUS,2/28/24,800,N628TS
PRB,BXK,2/28/24,510,N628TS
AUS,RSW,3/3/24,920,N628TS
RSW,AUS,3/3/24,1100,N628TS
ALI,LRD,3/6/24,550,N628TS
AUS,ALI,3/6/24,510,N628TS
LRD,TPH,3/6/24,1200,N628TS
TPH,SCF,3/7/24,550,N628TS
SCF,YSU,3/13/24,3900,N628TS
YSU,YYZ,3/13/24,2900,N628TS
HHR,CNH,3/14/24,3300,N628TS
AUS,OAK,3/19/24,1600,N628TS
AUS,OAK,3/22/24,1700,N628TS
OAK,AUS,3/22/24,1800,N628TS
OAK,AUS,3/25/24,1700,N628TS
BRU,BRU,6/19/23,250,N6453
EWR,RNO,6/20/23,1900,N6453
RNO,SJC,6/21/23,320,N6453
SJC,BRU,6/25/23,5500,N6453
NCE,EWR,6/26/23,3500,N6453
SJC,TEB,7/14/23,2200,N6453
TEB,RNO,7/15/23,2200,N6453
TEB,SJC,7/16/23,170,N6453
SJC,RIU,7/28/23,370,N6453
VIE,VIE,8/1/23,5000,N6453
BFI,RNO,8/22/23,980,N6453
SJC,BFI,8/22/23,610,N6453
SJC,NTD,9/6/23,430,N6453
CNW,EFD,9/8/23,280,N6453
EFD,SJC,9/9/23,1600,N6453
PBI,VNY,9/13/23,2200,N6453
SJC,IAD,9/13/23,2100,N6453
SJC,HDH,9/17/23,1500,N6453
PSP,SJC,10/1/23,1500,N6453
SJC,MDW,10/4/23,1600,N6453
LAX,SJC,10/15/23,270,N6453
SJC,SAV,10/22/23,2000,N6453
LVK,LAX,11/14/23,480,N6453
SJC,LIH,1/15/24,2500,N6453
JRF,SJC,1/16/24,2300,N6453
SJC,IAD,1/31/24,2300,N6453
IAD,PAO,2/5/24,2200,N6453
PAO,OGD,2/7/24,670,N6453
OGD,PAO,2/14/24,570,N6453
LGB,UKI,2/18/24,550,N6453
PAO,LGB,2/18/24,540,N6453
UKI,OBO,2/19/24,5800,N6453
LGB,JWO,2/27/24,5700,N6453
CAN,RAJ,2/29/24,2500,N6453
MMU,STT,2/29/24,1100,N6453
RAJ,BOM,3/4/24,3400,N6453
SQL,AHC,3/5/24,530,N6453
AHC,HTH,3/6/24,4500,N6453
HSH,BYS,3/17/24,580,N6453
HSH,HHR,3/17/24,360,N6453
SJC,FAT,3/20/24,980,N6453
ULM,EYE,3/25/24,600,N6453
TIW,NUQ,3/26/24,1200,N6453
JCT,BNA,4/1/24,590,N6453
BCE,PRB,4/2/24,520,N6453
PRB,LIR,4/2/24,2600,N6453
LIR,LIR,4/3/24,600,N6453
RAL,OGD,4/5/24,840,N6453
ENV,SJC,4/6/24,680,N6453
OGD,ENV,4/6/24,560,N6453
NUQ,LAS,4/13/24,460,N6453
SJC,NUQ,4/13/24,420,N6453
LAS,SJC,4/14/24,490,N6453
EWR,NUQ,5/5/24,2800,N6453
NUQ,CMA,5/7/24,500,N6453
CMA,NUQ,5/8/24,590,N6453
NUQ,MRY,5/9/24,710,N6453
MRY,SJC,5/13/24,680,N6453
SJC,NMG,5/13/24,2800,N6453
NMG,HOW,5/17/24,3700,N6453
VCE,CIA,6/24/23,300,N650HA
MUC,ZRH,6/30/23,200,N650HA
ZRH,ZRH,6/30/23,260,N650HA
NCE,LBG,7/11/23,220,N650HA
LBG,AMS,7/19/23,400,N650HA
AMS,NCE,7/20/23,310,N650HA
DAL,PBI,7/28/23,700,N650HA
WAL,DAL,7/28/23,790,N650HA
PBI,NCO,8/5/23,690,N650HA
NCO,PBI,8/7/23,700,N650HA
PBI,VNY,8/9/23,1400,N650HA
VNY,PBI,8/11/23,1400,N650HA
PBI,YYT,8/12/23,1200,N650HA
YYT,YYZ,8/13/23,1500,N650HA
CIA,IOR,8/16/23,660,N650HA
PBI,HPN,9/1/23,620,N650HA
HPN,PBI,9/4/23,720,N650HA
PBI,HPN,9/9/23,660,N650HA
HPN,PBI,9/11/23,630,N650HA
PBI,GJT,9/21/23,1000,N650HA
GJT,PBI,9/24/23,1100,N650HA
PBI,ACY,9/26/23,580,N650HA
NCE,LBG,9/29/23,310,N650HA
HIO,MSO,10/1/23,390,N650HA
LAS,PBI,10/1/23,1100,N650HA
MSO,LAS,10/1/23,470,N650HA
PBI,TEB,10/17/23,650,N650HA
TEB,PBI,10/19/23,630,N650HA
PBI,AUS,10/21/23,720,N650HA
AUS,TEB,10/22/23,910,N650HA
PBI,VNY,11/1/23,1400,N650HA
TEB,PBI,11/1/23,590,N650HA
PBI,LAS,11/16/23,1200,N650HA
VNY,PBI,11/16/23,1300,N650HA
LAS,PBI,11/20/23,1200,N650HA
PBI,SBH,11/21/23,730,N650HA
SBH,PBI,11/26/23,800,N650HA
PBI,TEB,12/10/23,580,N650HA
TEB,PBI,12/12/23,720,N650HA
PBI,TEB,12/28/23,700,N650HA
TEB,PBI,12/28/23,600,N650HA
PBI,HPN,1/2/24,640,N650HA
HPN,PBI,1/6/24,660,N650HA
PBI,ATL,1/7/24,480,N650HA
ATL,LNA,1/12/24,310,N650HA
WTD,TCB,1/15/24,280,N650HA
MKL,AUS,3/8/24,310,N650HA
FDK,COE,3/9/24,1900,N650HA
AUS,PBI,3/10/24,640,N650HA
PBI,SVD,3/17/24,890,N650HA
AUS,VNY,3/24/24,760,N650HA
SVD,AUS,3/24/24,2000,N650HA
HVN,BTL,3/30/24,400,N650HA
PBI,HVN,3/30/24,830,N650HA
VNY,PBI,3/30/24,1400,N650HA
MIA,NUQ,6/8/23,2400,N652WE
LBG,MIA,6/9/23,500,N652WE
NUQ,SBA,6/9/23,330,N652WE
LTN,RZE,6/11/23,970,N652WE
RZE,KRK,6/11/23,4400,N652WE
SBA,LTN,6/11/23,500,N652WE
HPN,IAD,6/12/23,320,N652WE
HPN,STN,6/15/23,3200,N652WE
STN,WAW,6/16/23,950,N652WE
WAW,KRK,6/16/23,480,N652WE
RZE,KRK,6/17/23,900,N652WE
LTN,NUE,6/19/23,980,N652WE
NUE,HPN,6/20/23,3700,N652WE
BOS,HPN,6/22/23,280,N652WE
HPN,BOS,6/22/23,270,N652WE
HPN,IAD,6/23/23,320,N652WE
IAD,HPN,6/23/23,330,N652WE
FOK,ACK,7/3/23,290,N652WE
NCE,FOK,7/3/23,3500,N652WE
ACK,FOK,7/10/23,260,N652WE
FOK,HPN,7/15/23,230,N652WE
HPN,ANC,7/16/23,3100,N652WE
ANC,HPN,7/22/23,2800,N652WE
ACK,NCE,7/26/23,3500,N652WE
NCE,LBG,7/26/23,740,N652WE
LBG,NCE,7/27/23,640,N652WE
NCE,OLB,7/31/23,350,N652WE
OPF,LBG,7/31/23,4000,N652WE
OLB,QLT,8/2/23,270,N652WE
EBA,QLT,8/3/23,840,N652WE
EFL,SMI,8/4/23,830,N652WE
NCE,TEB,8/5/23,3700,N652WE
ACK,HOW,8/6/23,2100,N652WE
TEB,ACK,8/6/23,380,N652WE
HOW,HOW,8/8/23,2400,N652WE
PVD,ACK,8/8/23,270,N652WE
ACK,ISP,8/9/23,330,N652WE
ISP,NCE,8/12/23,3500,N652WE
NCE,WAW,8/13/23,830,N652WE
RZE,KRK,8/19/23,940,N652WE
WAW,KRK,8/19/23,310,N652WE
QPZ,QLT,8/20/23,290,N652WE
MLH,LTN,8/21/23,850,N652WE
IBZ,BCN,8/22/23,280,N652WE
LTN,IBZ,8/22/23,500,N652WE
PMI,BCN,8/23/23,620,N652WE
NCE,PVD,8/24/23,3300,N652WE
PVD,MGJ,8/26/23,250,N652WE
MGJ,SZN,8/29/23,2300,N652WE
SJC,RNO,9/2/23,290,N652WE
RNO,FRG,9/4/23,2300,N652WE
FRG,DCA,9/12/23,360,N652WE
DCA,MIA,9/14/23,500,N652WE
MIA,PBI,9/14/23,230,N652WE
PBI,MIA,9/16/23,200,N652WE
MIA,TEB,9/21/23,170,N652WE
TEB,GJT,9/21/23,2000,N652WE
GJT,SJC,9/24/23,820,N652WE
BCN,BCN,10/2/23,560,N652WE
LTN,BCN,10/2/23,720,N652WE
MAD,BCN,10/3/23,510,N652WE
PMI,BCN,10/4/23,690,N652WE
FAB,FRG,10/5/23,3100,N652WE
FRG,BED,10/10/23,210,N652WE
BED,FRG,10/11/23,280,N652WE
RZE,KRK,10/19/23,1200,N652WE
FAB,TEB,10/21/23,2800,N652WE
IAD,YXJ,10/22/23,1500,N652WE
TEB,IAD,10/23/23,410,N652WE
YXJ,YYZ,10/23/23,1200,N652WE
ANC,KHH,10/24/23,4800,N652WE
KHH,TSA,10/25/23,560,N652WE
LTN,VIE,10/31/23,810,N652WE
VIE,VIE,10/31/23,780,N652WE
LTN,TEB,11/2/23,3000,N652WE
FPO,WTD,11/4/23,280,N652WE
MIA,FPO,11/4/23,550,N652WE
VNY,FRG,11/14/23,2600,N652WE
PTK,FMY,11/16/23,820,N652WE
DOH,DOH,12/4/23,170,N652WE
SXM,TEB,12/10/23,1700,N652WE
TEB,KRK,12/12/23,4200,N652WE
KRK,WAW,12/13/23,310,N652WE
IAD,TEB,12/14/23,640,N652WE
TEB,PSP,12/16/23,2300,N652WE
PSP,SWF,12/17/23,2400,N652WE
STS,TSP,12/22/23,470,N652WE
VNY,TSP,12/25/23,400,N652WE
STS,SJC,1/3/24,770,N652WE
PHX,SJC,1/19/24,630,N652WE
SJC,IAD,1/24/24,2100,N652WE
GVA,ZRH,1/27/24,3500,N652WE
IAD,FOK,1/28/24,600,N652WE
FOK,MYR,1/31/24,580,N652WE
LDJ,PIE,2/5/24,880,N652WE
MYR,LDJ,2/5/24,620,N652WE
PIE,HWO,2/5/24,530,N652WE
HWO,PIE,2/6/24,620,N652WE
VNY,SLT,2/13/24,750,N652WE
BMI,NBC,2/15/24,610,N652WE
NBC,RBW,2/15/24,480,N652WE
VNY,HWO,2/19/24,2700,N652WE
HWO,SML,2/22/24,470,N652WE
MTH,BEF,2/23/24,830,N652WE
SML,WTD,2/23/24,520,N652WE
VNY,JAC,2/25/24,1300,N652WE
JAC,HTH,2/27/24,580,N652WE
HTH,SBA,2/28/24,440,N652WE
SBA,BYS,2/29/24,630,N652WE
LRA,SMI,3/1/24,5900,N652WE
SNS,OAK,3/8/24,510,N652WE
VNY,SNS,3/8/24,620,N652WE
POU,NXP,3/9/24,2100,N652WE
NTK,PRB,3/12/24,530,N652WE
KIC,IRS,3/13/24,1700,N652WE
PRB,KIC,3/13/24,430,N652WE
FOK,RWI,3/17/24,530,N652WE
ATW,TMB,4/19/24,1200,N652WE
HNL,LAS,4/19/24,3500,N652WE
TEB,FRG,4/21/24,390,N652WE
TMB,TEB,4/21/24,1500,N652WE
FRG,TEB,4/26/24,450,N652WE
IAD,TEB,4/27/24,490,N652WE
TEB,IAD,4/27/24,430,N652WE
TEB,IAD,5/6/24,500,N652WE
IAD,EWR,5/8/24,520,N652WE
EWR,RST,5/9/24,1100,N652WE
RST,EWR,5/9/24,810,N652WE
EWR,IAD,5/10/24,550,N652WE
IAD,OPF,5/10/24,1000,N652WE
OPF,FOK,5/11/24,1300,N652WE
FOK,SJC,5/15/24,3300,N652WE
SJC,VNY,5/16/24,840,N652WE
VNY,SJC,5/17/24,390,N652WE
SJC,VNY,5/18/24,530,N652WE
VNY,LBG,5/21/24,4900,N652WE
LBG,TEB,5/23/24,3500,N652WE
IAH,OPF,6/4/23,1500,N68885
BHX,AMS,6/13/23,660,N68885
CPH,RKE,6/13/23,1200,N68885
AMS,STN,6/14/23,540,N68885
STN,GLA,6/15/23,940,N68885
KEF,KEF,6/25/23,2500,N68885
LBG,LIL,6/27/23,960,N68885
LIL,LBG,6/27/23,440,N68885
LIL,RKE,6/27/23,1600,N68885
RKE,RKE,6/29/23,810,N68885
BCN,BCN,7/5/23,980,N68885
FRG,MGE,7/27/23,1200,N68885
EWR,VNY,7/29/23,4000,N68885
VNY,HOU,8/20/23,2300,N68885
HOU,EWR,8/22/23,2400,N68885
AVI,BUR,8/26/23,4200,N68885
BUR,MID,8/27/23,3100,N68885
HOU,PLS,9/6/23,2700,N68885
PLS,HOU,9/8/23,2900,N68885
HOU,VNY,9/21/23,2700,N68885
LAS,HOU,9/24/23,2300,N68885
HOU,VNY,9/25/23,2500,N68885
VNY,OPF,9/27/23,4000,N68885
OPF,ACY,9/30/23,1700,N68885
ACY,EFD,10/1/23,2600,N68885
MUI,HOU,10/5/23,2400,N68885
TEB,CLT,10/10/23,1500,N68885
TEB,OPF,10/24/23,980,N68885
VNY,STL,10/30/23,750,N68885
DTW,JFK,12/13/23,960,N68885
STL,DTW,12/13/23,1100,N68885
BHX,RUH,12/14/23,5200,N68885
GLA,GLA,12/14/23,6900,N68885
JFK,FAJ,12/14/23,2800,N68885
IOR,SNN,12/15/23,740,N68885
RUH,RUH,12/15/23,6000,N68885
BFI,LAX,12/29/23,880,N68885
YYZ,ATL,12/30/23,1400,N68885
ATL,VNY,1/1/24,3400,N68885
VNY,MDW,1/3/24,2700,N68885
MDW,ATL,1/4/24,1500,N68885
ATL,YYZ,1/6/24,1200,N68885
YYZ,HOU,1/7/24,2100,N68885
HOU,YHU,1/10/24,2700,N68885
YHU,AUS,1/11/24,2700,N68885
AUS,HOU,1/12/24,860,N68885
HOU,BED,1/12/24,2600,N68885
BED,CNY,1/21/24,5600,N68885
CNY,OSU,1/25/24,2100,N68885
OSU,VNY,1/25/24,3200,N68885
CFT,MIA,1/27/24,3000,N68885
VNY,CFT,1/27/24,1100,N68885
MIA,MCO,2/1/24,800,N68885
MCO,ELA,2/14/24,1500,N68885
LRU,ELA,2/15/24,1100,N68885
ELA,VNY,2/17/24,2100,N68885
SAD,NBG,2/23/24,1800,N68885
VNY,SAD,2/23/24,830,N68885
NBG,OPF,2/24/24,1100,N68885
FST,CCB,2/25/24,1500,N68885
OPF,PIE,2/25/24,810,N68885
PIE,FST,2/25/24,2000,N68885
VNY,YXL,3/2/24,1600,N68885
ELA,IAH,3/3/24,840,N68885
VNY,NXP,3/8/24,760,N68885
NXP,HOU,3/11/24,2100,N68885
HOU,VNY,4/24/24,2300,N68885
ATL,EWR,4/25/24,1200,N68885
HIO,TRM,4/25/24,830,N68885
BCN,BCN,4/29/24,1800,N68885
SKG,SMI,5/6/24,760,N68885
YQX,YYZ,5/10/24,5900,N68885
HOU,VNY,5/14/24,2900,N68885
VNY,EWR,5/19/24,4300,N68885
BGR,YPS,5/28/24,580,N68885
EWR,BGR,5/28/24,810,N68885
YPS,YYZ,5/28/24,5400,N68885
AUS,SJC,5/14/24,1200,N701DB
SJC,AUS,5/16/24,1100,N701DB
AUS,BFI,5/18/24,1300,N701DB
BFI,HND,5/18/24,3600,N701DB
DPS,HND,5/20/24,2600,N701DB
AUS,AZA,5/22/24,690,N701DB
AZA,AUS,5/27/24,680,N701DB
LAX,SAC,6/14/23,550,N709DS
SAC,LAX,6/14/23,590,N709DS
LAX,BFI,6/16/23,860,N709DS
BFI,LAX,6/20/23,950,N709DS
LAX,BFI,7/20/23,900,N709DS
BFI,YLJ,8/11/23,760,N709DS
YLJ,YYZ,8/11/23,4200,N709DS
NCE,LBG,8/14/23,580,N709DS
TEB,IAD,9/13/23,390,N709DS
IAD,BFI,9/15/23,2200,N709DS
BFI,NRT,10/16/23,4700,N709DS
NRT,BFI,10/20/23,4100,N709DS
DOH,DOH,10/24/23,5900,N709DS
BFI,LAX,10/30/23,500,N709DS
LAX,BFI,10/30/23,500,N709DS
BFI,LAX,10/31/23,970,N709DS
BFI,MDW,10/31/23,1900,N709DS
LAX,BFI,10/31/23,990,N709DS
BFI,MDW,11/2/23,1800,N709DS
MDW,LAX,11/2/23,1900,N709DS
MDW,BFI,11/3/23,1700,N709DS
BFI,LAX,11/12/23,1000,N709DS
VNY,TUS,11/15/23,580,N709DS
BFI,LAX,11/16/23,920,N709DS
LAX,BFI,11/19/23,970,N709DS
BFI,LAX,11/26/23,1000,N709DS
LAX,BFI,11/26/23,830,N709DS
BFI,SFO,11/30/23,1100,N709DS
SFO,BFI,12/1/23,830,N709DS
BFI,BGR,12/6/23,2400,N709DS
BGR,BFI,12/9/23,2400,N709DS
BFI,NTD,12/12/23,950,N709DS
NTD,BFI,12/13/23,830,N709DS
BFI,LAX,12/14/23,1000,N709DS
BFI,LAX,12/26/23,930,N709DS
LAX,BFI,12/27/23,880,N709DS
BFI,LAX,12/29/23,880,N709DS
LAX,OAK,1/2/24,510,N709DS
OAK,SAV,1/2/24,2400,N709DS
SAV,BFI,2/2/24,2200,N709DS
BYG,RNT,2/16/24,900,N709DS
EDE,MYR,2/16/24,340,N709DS
RNT,HIO,2/22/24,4600,N709DS
LAX,SNS,2/23/24,510,N709DS
LAX,BFI,2/26/24,1000,N709DS
PSP,LAX,2/26/24,550,N709DS
BFI,LWT,2/27/24,530,N709DS
BWI,BFI,2/28/24,2200,N709DS
LWT,BWI,2/28/24,1600,N709DS
BFI,SQA,2/29/24,1500,N709DS
SBA,BYS,2/29/24,630,N709DS
MRB,RNT,3/1/24,2400,N709DS
RNT,DNL,3/5/24,2000,N709DS
DNL,PUW,3/6/24,1900,N709DS
PUW,LMT,3/7/24,680,N709DS
LMT,FDK,3/8/24,2000,N709DS
FDK,COE,3/9/24,1900,N709DS
COE,HHR,3/10/24,880,N709DS
HHR,RDD,3/10/24,580,N709DS
RDD,WHP,3/12/24,930,N709DS
WHP,MER,3/14/24,810,N709DS
MER,CZK,3/17/24,610,N709DS
CZK,NTD,3/18/24,970,N709DS
NTD,TTD,3/21/24,750,N709DS
TTD,GRF,3/21/24,880,N709DS
PBI,POP,3/24/24,470,N709DS
MFR,EUG,3/25/24,1100,N709DS
BWC,PSP,3/28/24,700,N709DS
BFI,CLS,4/3/24,570,N709DS
CLS,LAX,4/4/24,1100,N709DS
LAX,BFI,4/6/24,980,N709DS
BFI,WHP,4/7/24,900,N709DS
BFI,LWT,4/8/24,560,N709DS
WHP,BFI,4/8/24,940,N709DS
LWT,TEB,4/9/24,1700,N709DS
TEB,HHR,4/10/24,2600,N709DS
HHR,BFI,4/11/24,1300,N709DS
YXC,YYZ,4/15/24,1200,N709DS
BFI,LAX,4/18/24,980,N709DS
CNO,TEB,4/18/24,1800,N709DS
YVR,YYZ,4/18/24,530,N709DS
LAX,SEA,4/19/24,900,N709DS
SEA,HHR,4/21/24,820,N709DS
HHR,BFI,4/24/24,900,N709DS
BFI,HIO,4/26/24,1100,N709DS
CMA,VNY,4/26/24,450,N709DS
DAL,HIO,4/29/24,1400,N709DS
HIO,BFI,4/29/24,500,N709DS
BFI,LAX,5/1/24,1000,N709DS
LAX,BFI,5/2/24,1100,N709DS
BFI,DAL,5/3/24,2100,N709DS
DAL,BFI,5/4/24,1700,N709DS
BFI,MDW,5/14/24,1600,N709DS
MDW,BFI,5/16/24,1700,N709DS
BFI,LAX,5/22/24,1000,N709DS
LAX,BFI,5/23/24,890,N709DS
DAL,NCE,7/4/23,4100,N713TS
NCE,DAL,7/20/23,3700,N713TS
DAL,CMA,7/25/23,1000,N713TS
CMA,LAS,7/29/23,560,N713TS
LAS,CMA,7/31/23,470,N713TS
CMA,CAK,8/4/23,1500,N713TS
CAK,HBR,8/5/23,820,N713TS
HBR,CMA,8/5/23,810,N713TS
CMA,DAL,8/12/23,930,N713TS
DAL,TCB,9/3/23,1000,N713TS
GLS,DAL,9/4/23,290,N713TS
TCB,WTD,9/4/23,820,N713TS
ABQ,LAX,10/15/23,480,N713TS
DAL,ABQ,10/15/23,470,N713TS
LAX,TEB,10/17/23,2000,N713TS
TEB,DAL,10/21/23,1100,N713TS
DAL,PHL,11/4/23,1100,N713TS
PHL,DAL,11/5/23,1000,N713TS
DAL,CLT,11/19/23,690,N713TS
CLT,DAL,11/21/23,730,N713TS
DAL,STN,12/7/23,3400,N713TS
STN,DAL,12/9/23,3600,N713TS
DAL,BUF,12/17/23,890,N713TS
BUF,DAL,12/18/23,830,N713TS
DAL,OPF,12/24/23,840,N713TS
OPF,DAL,12/24/23,780,N713TS
DAL,ELD,12/25/23,300,N713TS
ELD,DAL,12/26/23,280,N713TS
DAL,LIT,12/30/23,430,N713TS
LIT,DAL,12/30/23,420,N713TS
ASE,DAL,12/31/23,510,N713TS
DAL,ASE,12/31/23,560,N713TS
DAL,SXM,1/2/24,1500,N713TS
SXM,BWI,1/7/24,1300,N713TS
BWI,DAL,1/8/24,860,N713TS
DAL,SXM,1/19/24,1800,N713TS
SXM,TYR,2/5/24,1900,N713TS
VNY,PHX,2/8/24,490,N713TS
VNY,SLT,2/13/24,750,N713TS
MOB,CRT,2/16/24,390,N713TS
TLH,DAB,2/19/24,350,N713TS
ZSA,WTD,2/29/24,420,N713TS
RIL,BDU,3/7/24,1100,N713TS
COE,HHR,3/10/24,880,N713TS
TRL,PHK,3/18/24,700,N713TS
MKO,ROG,4/5/24,490,N713TS
ROG,ELH,4/9/24,1300,N713TS
ELH,WTD,4/14/24,1000,N713TS
DAL,PHK,4/23/24,850,N713TS
PHK,DAL,4/26/24,910,N713TS
DAL,GPT,5/2/24,500,N713TS
DAL,NAS,5/2/24,1100,N713TS
NAS,WTD,5/2/24,880,N713TS
DAL,TEB,5/5/24,1000,N713TS
TEB,DAL,5/9/24,1400,N713TS
DAL,SLA,5/13/24,3400,N713TS
SLA,SLA,5/18/24,3300,N713TS
ADS,HOT,5/21/24,430,N713TS
HOT,ADS,5/21/24,480,N713TS
ADS,BNA,5/22/24,580,N713TS
BNA,DAL,5/23/24,830,N713TS
DAL,VPS,5/26/24,550,N713TS
VPS,DAL,5/26/24,700,N713TS
LAX,PBI,6/6/23,1500,N71KR
PBI,LAX,6/7/23,1600,N71KR
LAX,PBI,6/12/23,1600,N71KR
PBI,LAX,6/13/23,1500,N71KR
LAX,LIH,6/17/23,1700,N71KR
LIH,LAX,7/2/23,2000,N71KR
LAX,SFO,7/18/23,340,N71KR
SFO,LAX,7/19/23,380,N71KR
LAX,PBI,7/31/23,1500,N71KR
PBI,LAX,7/31/23,1700,N71KR
LAX,PBI,8/19/23,1700,N71KR
PBI,LAX,8/23/23,1700,N71KR
LAX,PBI,8/27/23,1700,N71KR
PBI,EDW,8/28/23,1700,N71KR
EDW,LAX,8/29/23,210,N71KR
LAX,LAS,9/5/23,350,N71KR
LAX,EDW,9/6/23,190,N71KR
VNY,PBI,9/8/23,1500,N71KR
PBI,LAX,9/9/23,1700,N71KR
LAX,PBI,9/24/23,1700,N71KR
LAX,SAV,9/24/23,1600,N71KR
PBI,LAX,9/25/23,1600,N71KR
SAV,OXR,3/6/24,1700,N71KR
OXR,MIT,3/7/24,540,N71KR
EIS,EIS,3/10/24,940,N71KR
SEP,BLH,3/11/24,730,N71KR
LAX,SEE,3/29/24,370,N71KR
SEE,SFO,4/10/24,400,N71KR
SFO,LAX,4/12/24,370,N71KR
LAX,STS,4/14/24,420,N71KR
STS,LAX,4/17/24,420,N71KR
LAX,LIH,4/25/24,1800,N71KR
HNL,LAX,5/3/24,2000,N71KR
LAX,PBI,5/4/24,2200,N71KR
PBI,LAX,5/5/24,2200,N71KR
LAX,EWR,5/18/24,2400,N71KR
EWR,LAX,5/19/24,1900,N71KR
LAX,SFO,5/24/24,400,N71KR
SFO,LAX,5/24/24,440,N71KR
LAX,LGB,5/26/24,350,N71KR
TEB,DAL,5/29/23,1300,N757AF
DAL,AUS,6/1/23,260,N757AF
AUS,DAL,6/2/23,330,N757AF
DAL,SLC,6/7/23,1100,N757AF
SLC,SJC,6/7/23,660,N757AF
SJC,DAL,6/8/23,1500,N757AF
DAL,LAX,6/12/23,1200,N757AF
LAX,DAL,6/12/23,1100,N757AF
DAL,PHL,6/29/23,1200,N757AF
PHL,SNA,7/2/23,2000,N757AF
SNA,DAL,7/16/23,1100,N757AF
DAL,SNA,7/18/23,1200,N757AF
DAL,SNA,7/23/23,1200,N757AF
SNA,DAL,7/23/23,1100,N757AF
DAL,BDL,8/12/23,1400,N757AF
BDL,DAL,8/13/23,1400,N757AF
BNA,DAL,8/20/23,930,N757AF
DAL,BNA,8/20/23,910,N757AF
DAL,LAX,8/27/23,1400,N757AF
LAX,DAL,8/28/23,1100,N757AF
DAL,LAX,9/4/23,1100,N757AF
LAX,DAL,9/4/23,1300,N757AF
DAL,LAS,9/22/23,1100,N757AF
LAS,DAL,9/25/23,1000,N757AF
LIN,QLT,10/2/23,2600,N757AF
AUH,MAD,10/8/23,3500,N757AF
MAD,BCN,10/11/23,4900,N757AF
DAL,BNA,10/13/23,900,N757AF
BNA,DAL,10/15/23,1000,N757AF
DAL,TEB,10/16/23,1400,N757AF
BNA,DAL,10/18/23,610,N757AF
TEB,BNA,10/18/23,760,N757AF
BNA,DAL,10/23/23,690,N757AF
DFW,GVT,10/23/23,240,N757AF
GVT,BNA,10/23/23,990,N757AF
FTW,MEM,10/30/23,600,N757AF
MEM,DAL,10/31/23,580,N757AF
DAL,DEN,11/2/23,1000,N757AF
DEN,DAL,11/4/23,400,N757AF
IND,DAL,11/9/23,810,N757AF
DAL,SWF,11/13/23,1500,N757AF
SWF,IAD,11/14/23,680,N757AF
VNY,TUS,11/15/23,580,N757AF
IAD,DAL,11/16/23,1200,N757AF
DAL,LAX,11/21/23,1200,N757AF
LAX,DAL,11/23/23,1300,N757AF
DAL,LAX,11/25/23,1100,N757AF
LAX,DAL,11/26/23,1200,N757AF
DAL,AUS,11/30/23,260,N757AF
AUS,DAL,12/1/23,650,N757AF
BNA,DAL,12/14/23,780,N757AF
DAL,BNA,12/14/23,660,N757AF
