dep_airport,arr_airport,dep_date_time,fuel_gallons,tail_number,celebrity_id,celebrity_name
BNA,HOU,2/9/24,7500,N474D,26,Lady Gaga
HOU,STL,2/12/24,11200,N474D,26,Lady Gaga
STL,YYZ,2/14/24,8400,N474D,26,Lady Gaga
YYZ,PIT,2/16/24,4900,N474D,26,Lady Gaga
PIT,YYZ,2/18/24,5800,N474D,26,Lady Gaga
YYZ,CMH,2/20/24,4900,N474D,26,Lady Gaga
CMH,BUF,2/21/24,4300,N474D,26,Lady Gaga
BUF,OKC,2/29/24,11000,N474D,26,Lady Gaga
OKC,CGS,3/4/24,14200,N474D,26,Lady Gaga
CGS,MSY,3/6/24,14600,N474D,26,Lady Gaga
MSY,HOU,3/8/24,5000,N474D,26,Lady Gaga
HOU,OKC,3/18/24,4500,N474D,26,Lady Gaga
OKC,OPF,3/20/24,14900,N474D,26,Lady Gaga
OPF,JFK,3/28/24,14100,N474D,26,Lady Gaga
JFK,YYZ,4/6/24,5400,N474D,26,Lady Gaga
YYZ,YHM,4/6/24,3800,N474D,26,Lady Gaga
FOK,MMU,5/29/23,480,N47EG,34,Michael Bloomberg
MRY,FOK,5/29/23,2100,N47EG,34,Michael Bloomberg
LGA,LTN,6/17/23,2000,N47EG,34,Michael Bloomberg
MMU,LGA,6/17/23,270,N47EG,34,Michael Bloomberg
FOK,MMU,6/18/23,560,N47EG,34,Michael Bloomberg
LTN,FOK,6/18/23,2200,N47EG,34,Michael Bloomberg
MMU,FOK,6/24/23,500,N47EG,34,Michael Bloomberg
FOK,LTN,6/26/23,2100,N47EG,34,Michael Bloomberg
FOK,MMU,6/29/23,410,N47EG,34,Michael Bloomberg
LTN,FOK,6/29/23,2000,N47EG,34,Michael Bloomberg
MMU,LGA,7/10/23,250,N47EG,34,Michael Bloomberg
LGA,SUN,7/11/23,1400,N47EG,34,Michael Bloomberg
SUN,MVY,7/14/23,1500,N47EG,34,Michael Bloomberg
MVY,LGA,7/16/23,270,N47EG,34,Michael Bloomberg
DCA,LGA,7/19/23,250,N47EG,34,Michael Bloomberg
LGA,STS,7/20/23,1600,N47EG,34,Michael Bloomberg
STS,SFO,7/23/23,310,N47EG,34,Michael Bloomberg
SFO,LGA,7/24/23,1400,N47EG,34,Michael Bloomberg
HPN,LGA,7/28/23,240,N47EG,34,Michael Bloomberg
BWI,LBE,7/29/23,270,N47EG,34,Michael Bloomberg
LBE,RIL,7/29/23,1000,N47EG,34,Michael Bloomberg
LGA,BWI,7/29/23,310,N47EG,34,Michael Bloomberg
RIL,LGA,8/13/23,1200,N47EG,34,Michael Bloomberg
HPN,IAD,8/19/23,330,N47EG,34,Michael Bloomberg
LGA,HPN,8/19/23,230,N47EG,34,Michael Bloomberg
BDR,BDA,8/20/23,430,N47EG,34,Michael Bloomberg
HPN,BDR,8/20/23,270,N47EG,34,Michael Bloomberg
IAD,HPN,8/20/23,310,N47EG,34,Michael Bloomberg
BDA,HPN,8/25/23,600,N47EG,34,Michael Bloomberg
HPN,MMU,8/25/23,250,N47EG,34,Michael Bloomberg
MMU,FOK,8/26/23,540,N47EG,34,Michael Bloomberg
ANC,HND,8/27/23,2000,N47EG,34,Michael Bloomberg
FOK,ANC,8/27/23,2000,N47EG,34,Michael Bloomberg
HND,CHG,8/27/23,750,N47EG,34,Michael Bloomberg
CHG,HKG,8/30/23,840,N47EG,34,Michael Bloomberg
HKG,HKG,8/31/23,1200,N47EG,34,Michael Bloomberg
ANC,FOK,9/1/23,2200,N47EG,34,Michael Bloomberg
FOK,MMU,9/1/23,510,N47EG,34,Michael Bloomberg
HND,ANC,9/1/23,2100,N47EG,34,Michael Bloomberg
MMU,LGA,10/1/23,260,N47EG,34,Michael Bloomberg
LGA,DND,10/2/23,2400,N47EG,34,Michael Bloomberg
DND,GLA,10/8/23,310,N47EG,34,Michael Bloomberg
LGA,MMU,10/11/23,290,N47EG,34,Michael Bloomberg
LTN,LGA,10/11/23,2000,N47EG,34,Michael Bloomberg
MMU,LGA,10/12/23,260,N47EG,34,Michael Bloomberg
LGA,MRY,10/13/23,1700,N47EG,34,Michael Bloomberg
LGA,MMU,10/16/23,240,N47EG,34,Michael Bloomberg
MRY,LGA,10/16/23,2200,N47EG,34,Michael Bloomberg
LGA,CHS,10/28/23,500,N47EG,34,Michael Bloomberg
LGA,MMU,11/3/23,230,N47EG,34,Michael Bloomberg
MMU,LGA,11/5/23,240,N47EG,34,Michael Bloomberg
ANC,HND,11/6/23,2000,N47EG,34,Michael Bloomberg
HND,SIN,11/6/23,2100,N47EG,34,Michael Bloomberg
LGA,ANC,11/6/23,2600,N47EG,34,Michael Bloomberg
SIN,HND,11/8/23,1700,N47EG,34,Michael Bloomberg
ANC,LGA,11/9/23,2300,N47EG,34,Michael Bloomberg
PBI,LGA,11/12/23,620,N47EG,34,Michael Bloomberg
LGA,MMU,11/13/23,260,N47EG,34,Michael Bloomberg
LGA,PBI,11/17/23,760,N47EG,34,Michael Bloomberg
HPN,MMU,11/19/23,290,N47EG,34,Michael Bloomberg
PBI,HPN,11/19/23,690,N47EG,34,Michael Bloomberg
MMU,HPN,11/23/23,290,N47EG,34,Michael Bloomberg
HPN,BDA,11/24/23,520,N47EG,34,Michael Bloomberg
BDA,LGA,11/26/23,490,N47EG,34,Michael Bloomberg
LGA,MMU,11/26/23,230,N47EG,34,Michael Bloomberg
MMU,LGA,12/7/23,240,N47EG,34,Michael Bloomberg
LGA,LRM,12/8/23,920,N47EG,34,Michael Bloomberg
LGA,LTN,12/11/23,2700,N47EG,34,Michael Bloomberg
LGA,MMU,12/11/23,270,N47EG,34,Michael Bloomberg
MMU,LGA,12/11/23,240,N47EG,34,Michael Bloomberg
HPN,DCA,12/14/23,380,N47EG,34,Michael Bloomberg
LTN,HPN,12/14/23,2000,N47EG,34,Michael Bloomberg
DCA,LGA,12/15/23,240,N47EG,34,Michael Bloomberg
LGA,MMU,12/15/23,220,N47EG,34,Michael Bloomberg
LGA,BDA,12/21/23,580,N47EG,34,Michael Bloomberg
MMU,LGA,12/21/23,270,N47EG,34,Michael Bloomberg
BDA,LGA,12/24/23,470,N47EG,34,Michael Bloomberg
LGA,HPN,12/24/23,240,N47EG,34,Michael Bloomberg
HPN,NAS,12/26/23,790,N47EG,34,Michael Bloomberg
NAS,WTD,12/30/23,610,N47EG,34,Michael Bloomberg
BDR,MMU,12/31/23,290,N47EG,34,Michael Bloomberg
LGA,PBI,1/4/24,770,N47EG,34,Michael Bloomberg
MMU,LGA,1/4/24,250,N47EG,34,Michael Bloomberg
PBI,HPN,1/7/24,710,N47EG,34,Michael Bloomberg
HPN,MMU,1/8/24,240,N47EG,34,Michael Bloomberg
MMU,LGA,1/11/24,300,N47EG,34,Michael Bloomberg
LGA,PBI,1/12/24,620,N47EG,34,Michael Bloomberg
LGA,MMU,1/15/24,250,N47EG,34,Michael Bloomberg
PBI,LGA,1/15/24,580,N47EG,34,Michael Bloomberg
HPN,LGA,1/25/24,240,N47EG,34,Michael Bloomberg
LGA,DCA,1/25/24,320,N47EG,34,Michael Bloomberg
MMU,HPN,1/25/24,230,N47EG,34,Michael Bloomberg
DCA,LGA,1/26/24,250,N47EG,34,Michael Bloomberg
LGA,DCA,1/27/24,280,N47EG,34,Michael Bloomberg
DCA,HPN,1/28/24,290,N47EG,34,Michael Bloomberg
HPN,LGA,1/28/24,240,N47EG,34,Michael Bloomberg
LGA,MMU,1/28/24,210,N47EG,34,Michael Bloomberg
MMU,LGA,2/6/24,280,N47EG,34,Michael Bloomberg
HPN,MMU,2/7/24,230,N47EG,34,Michael Bloomberg
LGA,MTN,2/7/24,250,N47EG,34,Michael Bloomberg
MTN,HPN,2/7/24,350,N47EG,34,Michael Bloomberg
MMU,NAS,2/8/24,700,N47EG,34,Michael Bloomberg
NAS,WTD,2/11/24,790,N47EG,34,Michael Bloomberg
MMU,STT,2/29/24,1100,N47EG,34,Michael Bloomberg
BGM,MMU,3/1/24,580,N47EG,34,Michael Bloomberg
STT,STT,3/1/24,1000,N47EG,34,Michael Bloomberg
MMU,HPN,3/15/24,210,N47EG,34,Michael Bloomberg
HPN,STT,3/16/24,1200,N47EG,34,Michael Bloomberg
STT,STT,3/16/24,800,N47EG,34,Michael Bloomberg
PBI,NAS,3/18/24,340,N47EG,34,Michael Bloomberg
NAS,WTD,3/20/24,350,N47EG,34,Michael Bloomberg
LGA,PBI,3/21/24,580,N47EG,34,Michael Bloomberg
MMU,LGA,3/21/24,290,N47EG,34,Michael Bloomberg
PBI,MMU,3/21/24,650,N47EG,34,Michael Bloomberg
PBI,EWR,3/22/24,660,N47EG,34,Michael Bloomberg
EWR,YVR,3/23/24,1600,N47EG,34,Michael Bloomberg
MMU,PUJ,3/26/24,920,N47EG,34,Michael Bloomberg
PUJ,POP,3/26/24,980,N47EG,34,Michael Bloomberg
GUC,YVR,3/28/24,810,N47EG,34,Michael Bloomberg
YVR,YYZ,3/30/24,2100,N47EG,34,Michael Bloomberg
MMU,NAS,4/5/24,690,N47EG,34,Michael Bloomberg
MIA,MMU,4/7/24,990,N47EG,34,Michael Bloomberg
NAS,WTD,4/7/24,250,N47EG,34,Michael Bloomberg
MMU,STT,4/10/24,940,N47EG,34,Michael Bloomberg
STT,STT,4/10/24,1300,N47EG,34,Michael Bloomberg
HPN,MMU,4/11/24,290,N47EG,34,Michael Bloomberg
LGA,PBI,4/18/24,580,N47EG,34,Michael Bloomberg
MMU,LGA,4/18/24,270,N47EG,34,Michael Bloomberg
LGA,MMU,4/23/24,270,N47EG,34,Michael Bloomberg
PBI,LGA,4/23/24,710,N47EG,34,Michael Bloomberg
MMU,HPN,5/2/24,220,N47EG,34,Michael Bloomberg
HPN,SAF,5/3/24,1000,N47EG,34,Michael Bloomberg
LGA,MMU,5/6/24,280,N47EG,34,Michael Bloomberg
SAF,LGA,5/6/24,1400,N47EG,34,Michael Bloomberg
MMU,BDA,5/9/24,500,N47EG,34,Michael Bloomberg
BDA,HPN,5/12/24,560,N47EG,34,Michael Bloomberg
HPN,MMU,5/12/24,250,N47EG,34,Michael Bloomberg
MMU,LGA,5/20/24,270,N47EG,34,Michael Bloomberg
LGA,MSP,5/21/24,970,N47EG,34,Michael Bloomberg
MSP,LGA,5/22/24,980,N47EG,34,Michael Bloomberg
LGA,STS,5/24/24,1600,N47EG,34,Michael Bloomberg
STS,MMU,5/27/24,1800,N47EG,34,Michael Bloomberg
SFO,NAN,7/22/23,4600,N4DP,8,Dr. Phil
SAN,SFO,8/19/23,810,N4DP,8,Dr. Phil
SFO,SAN,8/19/23,820,N4DP,8,Dr. Phil
SFO,KOA,8/28/23,2600,N4DP,8,Dr. Phil
KOA,SFO,9/5/23,2300,N4DP,8,Dr. Phil
LAS,KOA,10/29/23,2300,N4DP,8,Dr. Phil
KOA,SFO,11/3/23,2100,N4DP,8,Dr. Phil
HND,KOA,11/28/23,3900,N4DP,8,Dr. Phil
HAO,SFO,11/29/23,1700,N4DP,8,Dr. Phil
KOA,NOT,12/16/23,2200,N4DP,8,Dr. Phil
KOA,HNL,12/21/23,280,N4DP,8,Dr. Phil
HNL,SMF,12/22/23,2300,N4DP,8,Dr. Phil
SMF,SFO,12/24/23,270,N4DP,8,Dr. Phil
SFO,SMF,12/25/23,280,N4DP,8,Dr. Phil
SMF,SYD,12/28/23,5700,N4DP,8,Dr. Phil
SYD,HTI,12/30/23,1000,N4DP,8,Dr. Phil
HTI,SYD,1/1/24,930,N4DP,8,Dr. Phil
BUR,SFO,1/6/24,610,N4DP,8,Dr. Phil
KOA,BUR,1/6/24,2300,N4DP,8,Dr. Phil
SFO,NOT,2/23/24,380,N4DP,8,Dr. Phil
SFO,TEB,2/28/24,2400,N4DP,8,Dr. Phil
TEB,VBG,3/1/24,2500,N4DP,8,Dr. Phil
SFO,PAK,3/9/24,2300,N4DP,8,Dr. Phil
OCH,FEP,3/19/24,1000,N4DP,8,Dr. Phil
SFO,RNO,3/19/24,580,N4DP,8,Dr. Phil
TEB,AUS,3/22/24,1400,N4DP,8,Dr. Phil
AUS,SFO,3/24/24,2000,N4DP,8,Dr. Phil
KOA,SFO,3/25/24,3400,N4DP,8,Dr. Phil
SFO,KOA,3/25/24,3200,N4DP,8,Dr. Phil
SFO,ATW,3/26/24,1900,N4DP,8,Dr. Phil
ATW,SFO,5/11/24,2000,N4DP,8,Dr. Phil
SFO,KOA,5/14/24,2200,N4DP,8,Dr. Phil
KOA,HNL,5/15/24,500,N4DP,8,Dr. Phil
HNL,LNY,5/17/24,660,N4DP,8,Dr. Phil
HNM,SFO,5/17/24,2200,N4DP,8,Dr. Phil
LNY,HNM,5/17/24,5100,N4DP,8,Dr. Phil
SFO,KOA,5/24/24,2700,N4DP,8,Dr. Phil
KOA,SFO,5/25/24,3300,N4DP,8,Dr. Phil
SFO,TIW,5/28/24,680,N4DP,8,Dr. Phil
PHX,VNY,6/1/23,160,N506AB,28,Luke Bryan
BNA,MEM,6/2/23,180,N506AB,28,Luke Bryan
DAL,SAT,6/2/23,180,N506AB,28,Luke Bryan
MEM,DAL,6/2/23,200,N506AB,28,Luke Bryan
MEM,LIT,6/3/23,110,N506AB,28,Luke Bryan
SAT,MEM,6/3/23,340,N506AB,28,Luke Bryan
LIT,IAD,6/4/23,380,N506AB,28,Luke Bryan
BOS,FOK,6/8/23,130,N506AB,28,Luke Bryan
FOK,MAF,6/9/23,780,N506AB,28,Luke Bryan
DAL,SAN,6/10/23,510,N506AB,28,Luke Bryan
MAF,DAL,6/10/23,160,N506AB,28,Luke Bryan
OMA,BNA,6/18/23,310,N506AB,28,Luke Bryan
RMG,BNA,6/19/23,110,N506AB,28,Luke Bryan
BUR,GRI,6/20/23,600,N506AB,28,Luke Bryan
DCU,LAS,6/20/23,700,N506AB,28,Luke Bryan
GRI,BED,6/20/23,560,N506AB,28,Luke Bryan
BED,IAD,6/22/23,220,N506AB,28,Luke Bryan
IAD,EGE,6/23/23,660,N506AB,28,Luke Bryan
BNA,ENW,6/27/23,220,N506AB,28,Luke Bryan
BNA,MEM,6/27/23,140,N506AB,28,Luke Bryan
EGE,OMA,6/27/23,290,N506AB,28,Luke Bryan
ENW,BNA,6/27/23,190,N506AB,28,Luke Bryan
OMA,BNA,6/27/23,300,N506AB,28,Luke Bryan
MEM,PHX,6/29/23,620,N506AB,28,Luke Bryan
LUK,MEM,7/2/23,240,N506AB,28,Luke Bryan
MEM,MKC,7/2/23,170,N506AB,28,Luke Bryan
MKC,MEM,7/2/23,200,N506AB,28,Luke Bryan
PHX,LUK,7/2/23,720,N506AB,28,Luke Bryan
MEM,BDU,7/3/23,370,N506AB,28,Luke Bryan
BDU,PHX,7/5/23,270,N506AB,28,Luke Bryan
PHX,HOU,7/6/23,460,N506AB,28,Luke Bryan
LIT,PHX,7/12/23,570,N506AB,28,Luke Bryan
MEM,ENW,7/14/23,470,N506AB,28,Luke Bryan
TVC,MEM,7/14/23,370,N506AB,28,Luke Bryan
ENW,MEM,7/15/23,250,N506AB,28,Luke Bryan
BNA,YIP,7/16/23,190,N506AB,28,Luke Bryan
YIP,BNA,7/16/23,320,N506AB,28,Luke Bryan
BNA,ORL,7/18/23,280,N506AB,28,Luke Bryan
ORL,BNA,7/18/23,250,N506AB,28,Luke Bryan
DYR,GSP,7/21/23,190,N506AB,28,Luke Bryan
DYR,PDK,7/21/23,170,N506AB,28,Luke Bryan
GSP,DYR,7/21/23,170,N506AB,28,Luke Bryan
PBI,GOA,7/22/23,3700,N506AB,28,Luke Bryan
PDK,MOT,7/22/23,600,N506AB,28,Luke Bryan
PDK,BED,7/24/23,420,N506AB,28,Luke Bryan
AUS,FCM,7/25/23,430,N506AB,28,Luke Bryan
BED,BNA,7/25/23,400,N506AB,28,Luke Bryan
BNA,SMD,7/25/23,140,N506AB,28,Luke Bryan
APA,VCT,7/26/23,400,N506AB,28,Luke Bryan
SMD,APA,7/26/23,500,N506AB,28,Luke Bryan
FCM,SBM,7/27/23,260,N506AB,28,Luke Bryan
SBM,BED,7/27/23,360,N506AB,28,Luke Bryan
BNA,PDK,7/30/23,170,N506AB,28,Luke Bryan
PBI,OPF,7/31/23,180,N506AB,28,Luke Bryan
CMH,RIC,8/8/23,220,N506AB,28,Luke Bryan
RIC,BNA,8/11/23,490,N506AB,28,Luke Bryan
GJT,EWR,8/13/23,1100,N506AB,28,Luke Bryan
TEB,OPF,8/16/23,560,N506AB,28,Luke Bryan
OPF,BNA,8/17/23,200,N506AB,28,Luke Bryan
BZN,JAC,9/13/23,120,N506AB,28,Luke Bryan
JAC,MDW,9/13/23,590,N506AB,28,Luke Bryan
MKC,TEB,9/18/23,620,N506AB,28,Luke Bryan
MEM,MDW,9/22/23,70,N506AB,28,Luke Bryan
TEB,MEM,9/22/23,530,N506AB,28,Luke Bryan
MDW,VRB,9/25/23,70,N506AB,28,Luke Bryan
VRB,BQK,9/28/23,220,N506AB,28,Luke Bryan
BED,HPN,9/29/23,120,N506AB,28,Luke Bryan
BHM,MEM,9/29/23,220,N506AB,28,Luke Bryan
BNA,DYR,9/29/23,110,N506AB,28,Luke Bryan
BQK,CHA,9/29/23,200,N506AB,28,Luke Bryan
CHA,MEM,9/29/23,220,N506AB,28,Luke Bryan
GSP,AHN,9/29/23,110,N506AB,28,Luke Bryan
MEM,BNA,9/29/23,150,N506AB,28,Luke Bryan
MEM,LIT,9/29/23,120,N506AB,28,Luke Bryan
MMV,VNY,9/29/23,910,N506AB,28,Luke Bryan
PHX,TUS,9/29/23,110,N506AB,28,Luke Bryan
VCT,AUS,9/29/23,120,N506AB,28,Luke Bryan
MEM,MSO,10/1/23,200,N506AB,28,Luke Bryan
MSO,TEX,10/2/23,200,N506AB,28,Luke Bryan
TEX,MEM,10/2/23,460,N506AB,28,Luke Bryan
MEM,LIT,10/3/23,120,N506AB,28,Luke Bryan
HOU,PBI,10/6/23,500,N506AB,28,Luke Bryan
LIT,HOU,10/6/23,200,N506AB,28,Luke Bryan
PBI,HOU,10/9/23,450,N506AB,28,Luke Bryan
HOU,MEM,10/11/23,200,N506AB,28,Luke Bryan
MEM,FPO,10/13/23,200,N506AB,28,Luke Bryan
FPO,WTD,10/15/23,430,N506AB,28,Luke Bryan
JAN,MEM,10/18/23,140,N506AB,28,Luke Bryan
MEM,ENW,10/20/23,250,N506AB,28,Luke Bryan
SOP,LGA,10/22/23,380,N506AB,28,Luke Bryan
LGA,MTN,10/23/23,140,N506AB,28,Luke Bryan
BNA,MKE,10/24/23,330,N506AB,28,Luke Bryan
IAD,PVD,10/24/23,270,N506AB,28,Luke Bryan
OPF,ESF,10/24/23,420,N506AB,28,Luke Bryan
DAL,NBG,10/26/23,330,N506AB,28,Luke Bryan
NBG,ESF,10/27/23,130,N506AB,28,Luke Bryan
BNA,TEB,11/5/23,370,N506AB,28,Luke Bryan
TEB,DAL,11/7/23,620,N506AB,28,Luke Bryan
CHS,IAD,11/9/23,370,N506AB,28,Luke Bryan
APF,JWN,11/10/23,420,N506AB,28,Luke Bryan
JWN,MEM,11/14/23,270,N506AB,28,Luke Bryan
VNY,TUS,11/15/23,580,N506AB,28,Luke Bryan
MEM,PBI,11/19/23,430,N506AB,28,Luke Bryan
PBI,APF,11/19/23,230,N506AB,28,Luke Bryan
IAD,FLL,11/28/23,470,N506AB,28,Luke Bryan
MEM,MDW,12/6/23,320,N506AB,28,Luke Bryan
MDW,MEM,12/7/23,310,N506AB,28,Luke Bryan
MEM,BNA,12/7/23,180,N506AB,28,Luke Bryan
BNA,CLL,12/10/23,350,N506AB,28,Luke Bryan
CLL,MSY,12/10/23,210,N506AB,28,Luke Bryan
MSY,LAS,12/12/23,750,N506AB,28,Luke Bryan
LAS,ISP,12/13/23,820,N506AB,28,Luke Bryan
ISP,PBI,12/15/23,450,N506AB,28,Luke Bryan
PBI,BNA,12/18/23,350,N506AB,28,Luke Bryan
BNA,TEB,12/19/23,360,N506AB,28,Luke Bryan
SLC,VNY,12/25/23,310,N506AB,28,Luke Bryan
SNA,SLC,12/25/23,260,N506AB,28,Luke Bryan
VNY,STL,12/26/23,730,N506AB,28,Luke Bryan
STL,VRB,12/27/23,460,N506AB,28,Luke Bryan
VRB,FMY,12/28/23,120,N506AB,28,Luke Bryan
FMY,TPA,12/29/23,130,N506AB,28,Luke Bryan
TPA,PBI,12/31/23,120,N506AB,28,Luke Bryan
PBI,TEB,1/1/24,430,N506AB,28,Luke Bryan
TEB,SRQ,1/6/24,480,N506AB,28,Luke Bryan
SRQ,BNA,1/7/24,350,N506AB,28,Luke Bryan
BNA,IND,1/10/24,300,N506AB,28,Luke Bryan
IND,BNA,1/10/24,170,N506AB,28,Luke Bryan
BNA,MEM,1/12/24,190,N506AB,28,Luke Bryan
MEM,MMI,1/15/24,210,N506AB,28,Luke Bryan
MMI,BNA,1/16/24,250,N506AB,28,Luke Bryan
BNA,ATL,1/20/24,210,N506AB,28,Luke Bryan
ATL,MKE,1/27/24,310,N506AB,28,Luke Bryan
MKE,ROC,1/27/24,240,N506AB,28,Luke Bryan
ROC,MKE,1/28/24,340,N506AB,28,Luke Bryan
BNA,SCF,2/6/24,660,N506AB,28,Luke Bryan
SCF,CRE,2/12/24,830,N506AB,28,Luke Bryan
VNY,ESE,2/14/24,540,N506AB,28,Luke Bryan
CID,FYM,2/15/24,260,N506AB,28,Luke Bryan
TLH,DAB,2/19/24,350,N506AB,28,Luke Bryan
ZPH,GUC,2/23/24,720,N506AB,28,Luke Bryan
GUC,SAD,2/24/24,250,N506AB,28,Luke Bryan
FHU,BMG,2/25/24,590,N506AB,28,Luke Bryan
SAD,FHU,2/25/24,400,N506AB,28,Luke Bryan
BMG,DAN,2/26/24,310,N506AB,28,Luke Bryan
DAN,AVL,2/27/24,160,N506AB,28,Luke Bryan
GRF,CLD,2/28/24,1500,N506AB,28,Luke Bryan
YIP,BNA,2/28/24,210,N506AB,28,Luke Bryan
BNA,SME,2/29/24,430,N506AB,28,Luke Bryan
CID,MKL,3/7/24,270,N506AB,28,Luke Bryan
AUS,BAD,3/8/24,160,N506AB,28,Luke Bryan
MKL,AUS,3/8/24,310,N506AB,28,Luke Bryan
SFO,PAK,3/9/24,2300,N506AB,28,Luke Bryan
BRY,CRW,3/10/24,180,N506AB,28,Luke Bryan
CRW,SAR,3/10/24,260,N506AB,28,Luke Bryan
RBD,BRY,3/10/24,360,N506AB,28,Luke Bryan
HVE,SZP,3/11/24,400,N506AB,28,Luke Bryan
BNA,ORL,3/16/24,290,N506AB,28,Luke Bryan
DLN,SJC,3/17/24,690,N506AB,28,Luke Bryan
ORL,CLU,3/17/24,370,N506AB,28,Luke Bryan
BNA,MQY,3/19/24,180,N506AB,28,Luke Bryan
ORL,OCF,3/25/24,250,N506AB,28,Luke Bryan
ESP,TNU,3/27/24,680,N506AB,28,Luke Bryan
OCF,EKY,3/27/24,190,N506AB,28,Luke Bryan
AHN,BNA,4/9/24,170,N506AB,28,Luke Bryan
DAL,AHN,4/9/24,360,N506AB,28,Luke Bryan
OLV,DAL,4/9/24,220,N506AB,28,Luke Bryan
BNA,FSD,4/10/24,360,N506AB,28,Luke Bryan
FSD,APA,4/11/24,250,N506AB,28,Luke Bryan
APA,NEW,4/13/24,530,N506AB,28,Luke Bryan
NEW,APA,4/15/24,550,N506AB,28,Luke Bryan
APA,CNY,4/17/24,190,N506AB,28,Luke Bryan
CNY,SUS,4/17/24,440,N506AB,28,Luke Bryan
SUS,EYE,4/17/24,160,N506AB,28,Luke Bryan
CLT,MEM,4/18/24,230,N506AB,28,Luke Bryan
EYE,CLT,4/18/24,210,N506AB,28,Luke Bryan
GAD,MQY,4/21/24,380,N506AB,28,Luke Bryan
MEM,GAD,4/21/24,220,N506AB,28,Luke Bryan
MQY,HSV,4/21/24,380,N506AB,28,Luke Bryan
BNA,LRF,4/22/24,210,N506AB,28,Luke Bryan
LRF,DFW,4/22/24,240,N506AB,28,Luke Bryan
DFW,TXK,4/23/24,190,N506AB,28,Luke Bryan
TXK,MEM,4/23/24,250,N506AB,28,Luke Bryan
DSI,MEM,4/28/24,210,N506AB,28,Luke Bryan
MEM,DSI,4/28/24,260,N506AB,28,Luke Bryan
MEM,ECP,5/1/24,260,N506AB,28,Luke Bryan
ECP,MEM,5/6/24,220,N506AB,28,Luke Bryan
BNA,JZI,5/10/24,220,N506AB,28,Luke Bryan
MEM,BNA,5/10/24,250,N506AB,28,Luke Bryan
JZI,SRQ,5/12/24,220,N506AB,28,Luke Bryan
SRQ,TEB,5/12/24,530,N506AB,28,Luke Bryan
TEB,MHH,5/14/24,480,N506AB,28,Luke Bryan
MHH,WTD,5/15/24,590,N506AB,28,Luke Bryan
MEM,DFW,5/21/24,320,N506AB,28,Luke Bryan
DFW,MEM,5/22/24,250,N506AB,28,Luke Bryan
MEM,TUL,5/23/24,210,N506AB,28,Luke Bryan
TUL,HSV,5/23/24,400,N506AB,28,Luke Bryan
HSV,PLN,5/24/24,490,N506AB,28,Luke Bryan
MEM,LUK,5/25/24,200,N506AB,28,Luke Bryan
PLN,MEM,5/25/24,390,N506AB,28,Luke Bryan
LUK,MEM,5/26/24,200,N506AB,28,Luke Bryan
LIT,SGT,5/28/24,180,N506AB,28,Luke Bryan
MEM,LIT,5/28/24,270,N506AB,28,Luke Bryan
TEB,SJC,9/24/23,2000,N540W,37,Oprah Winfrey
SJC,TEB,10/1/23,1900,N540W,37,Oprah Winfrey
TEB,SJC,10/5/23,2000,N540W,37,Oprah Winfrey
ATL,IAD,10/19/23,560,N540W,37,Oprah Winfrey
IAD,BOS,10/19/23,380,N540W,37,Oprah Winfrey
BOS,SJC,10/20/23,1900,N540W,37,Oprah Winfrey
SJC,TEB,10/24/23,2300,N540W,37,Oprah Winfrey
TEB,ATL,10/24/23,610,N540W,37,Oprah Winfrey
SJC,YOW,11/8/23,1800,N540W,37,Oprah Winfrey
YOW,YYZ,11/21/23,2100,N540W,37,Oprah Winfrey
STS,FDH,1/14/24,4000,N540W,37,Oprah Winfrey
FDH,SJC,1/19/24,4100,N540W,37,Oprah Winfrey
SJC,IAD,1/30/24,1700,N540W,37,Oprah Winfrey
IAD,PVF,2/25/24,1700,N540W,37,Oprah Winfrey
LTN,FRA,2/26/24,350,N540W,37,Oprah Winfrey
SJC,LTN,2/26/24,3900,N540W,37,Oprah Winfrey
FRA,AMS,2/27/24,450,N540W,37,Oprah Winfrey
AMS,BRU,2/28/24,520,N540W,37,Oprah Winfrey
BRU,BRU,2/28/24,670,N540W,37,Oprah Winfrey
SFO,FTW,3/2/24,1100,N540W,37,Oprah Winfrey
FTW,SJC,5/7/24,1100,N540W,37,Oprah Winfrey
SJC,IAD,5/21/24,1800,N540W,37,Oprah Winfrey
LAX,OXF,6/14/23,4600,N555QB,21,Judge Judy
OLB,QLT,8/23/23,880,N555QB,21,Judge Judy
INV,GLA,8/26/23,1500,N555QB,21,Judge Judy
JKH,SMI,8/27/23,280,N555QB,21,Judge Judy
OXF,SMI,9/1/23,1800,N555QB,21,Judge Judy
SMI,SMI,9/4/23,1600,N555QB,21,Judge Judy
TEB,LAX,11/3/23,2400,N555QB,21,Judge Judy
SWF,LAX,11/19/23,2300,N555QB,21,Judge Judy
SWF,YYG,12/2/23,1100,N555QB,21,Judge Judy
YYG,YYZ,12/2/23,2900,N555QB,21,Judge Judy
FAB,VCE,12/9/23,720,N555QB,21,Judge Judy
MSE,OXF,12/12/23,730,N555QB,21,Judge Judy
VCE,MSE,12/12/23,660,N555QB,21,Judge Judy
OXF,MSE,12/26/23,510,N555QB,21,Judge Judy
MSE,SKB,12/27/23,4000,N555QB,21,Judge Judy
SKB,SKB,1/8/24,650,N555QB,21,Judge Judy
HOU,BED,1/12/24,2600,N555QB,21,Judge Judy
