airport_code,airport_name,latitude,longitude
NOD,Norddeich Airport,53.6331,7.19028
NOG,Nogales International Airport,31.2261,-110.976
NOI,Novorossiysk Airport,44.4016,37.7779
NOJ,Noyabrsk Airport,63.1833,75.27
NOK,Nova Xavantina Airport,-14.6983,-52.3464
NOM,Nomad River Airport,-6.294,142.234
NON,Nonouti Airport,-0.639722,174.428
NOO,Naoro Airport,-9.25445,147.621
NOP,Sinop Airport,42.0158,35.0664
NOR,Norofjorour Airport,65.1319,-13.7464
NOS,Fascene Airport,-13.3121,48.3148
NOT,Marin County Airport (Gnoss Field),38.1436,-122.556
NOU,La Tontouta International Airport,-22.0146,166.213
NOV,Albano Machado Airport,-12.8089,15.7605
NOZ,Spichenkovo Airport,53.8114,86.8772
NPA,NAS Pensacola (Forrest Sherman Field),30.3527,-87.3186
NPE,Hawke's Bay Airport,-39.4658,176.87
NPG,Nipa Airport,-6.1454,143.453
NPH,Nephi Municipal Airport,39.7388,-111.872
NPL,New Plymouth Airport,-39.0086,174.179
NPO,Nanga Pinoh Airport,-0.348869,111.748
NPP,Napperby Airport,-22.5312,133.763
NPR,Novo Progresso Airport,-7.12583,-55.4008
NPT,Newport State Airport,41.5324,-71.2815
NPU,San Pedro de Uraba Airport,8.28597,-76.3804
NQA,Millington Regional Jetport,35.3567,-89.8703
NQI,NAS Kingsville,27.5072,-97.8097
NQL,Niquelandia Air,-14.4349,-48.4915
NQN,Presidente Peron International Air,-38.949,-68.1557
NQT,Nottingham Airport,52.92,-1.07917
NQU,Reyes Murillo Airport,5.6964,-77.2806
NQX,NAS Key West (Boca Chica Field),24.5758,-81.6889
NQY,Cornwall Airport Newquay,50.4406,-4.99541
NQZ,Nursultan Nazarbayev International Airport,51.0222,71.4669
NRA,Narrandera Airport,-34.7022,146.512
NRB,NS Mayport (Admiral David L. McDonald Field),30.3911,-81.4247
NRC,NASA Crows Landing Airport,37.408,-121.109
NRD,Norderney Airport,53.7069,7.23
NRE,Namrole Airport,-3.8548,126.701
NRG,Narrogin Airport,-32.93,117.08
NRI,Grand Lake Regional Airport,36.5776,-94.8619
NRK,Norrkoping Airport,58.5863,16.2506
NRL,North Ronaldsay Airport,59.3675,-2.43444
NRM,Keibane Airport,15.217,-7.267
NRN,Weeze Airport (Niederrhein Airport),51.6024,6.14217
NRR,Jose Aponte de la Torre Airport,18.2453,-65.6434
NRS,NOLF Imperial Beach (Ream Field),32.5667,-117.117
NRT,Narita International Airport,35.7653,140.386
NRY,Newry Airport,-16.0442,129.264
NSB,North Seaplane Base,25.767,-79.25
NSE,NAS Whiting Field - North,30.7242,-87.0219
NSH,Noshahr Airport,36.6633,51.4647
NSI,Yaounde Nsimalen International Airport,3.72256,11.5533
NSK,Alykel Airport,69.3111,87.3322
NSL,Slayton Municipal Airport,43.9868,-95.7826
NSM,Norseman Airport,-32.21,121.755
NSN,Nelson Airport,-41.2983,173.221
NSO,Scone Airport,-32.0372,150.832
NST,Nakhon Si Thammarat Airport,8.53962,99.9447
NSV,Noosa Airport,-26.4233,153.063
NSY,Naval Air Station Sigonella,37.4017,14.9224
NTA,Natadola Seaplane Base,-18.0677,177.315
NTB,Notodden Airport,59.5657,9.21222
NTC,Santa Carolina Airport,-21.615,35.338
NTD,NAS Point Mugu (Naval Base Ventura County),34.1203,-119.121
NTE,Nantes Atlantique Airport,47.1532,-1.61073
NTG,Nantong Xingdong Airport,32.0708,120.976
NTI,Stenkol Airport,-2.1033,133.516
NTJ,Manti-Ephraim Airport,39.3291,-111.615
NTL,Newcastle Airport / RAAF Base Williamtown,-32.795,151.834
NTM,Miracema do Tocantins Airport,-9.5669,-48.3919
NTN,Normanton Airport,-17.6841,141.07
NTO,Agostinho Neto Airport,17.2028,-25.0906
NTQ,Noto Airport,37.2931,136.962
NTR,Del Norte International Airport,25.8656,-100.237
NTT,Niuatoputapu Airport,-15.9773,-173.791
NTU,NAS Oceana (Apollo Soucek Field),36.8207,-76.0335
NTX,Ranai Airport,3.90871,108.388
NTY,Pilanesberg International Airport,-25.3338,27.1734
NUA,Gregory Lake Seaplane Base,6.95717,80.7795
NUB,Numbulwar Airport,-14.2717,135.717
NUD,En Nahud Airport,12.667,28.333
NUE,Nuremberg Airport,49.4987,11.0781
NUF,Castlereigh Reservoir Seaplane Base,6.86,80.584
NUG,Nuguria Airstrip,-3.4075,154.738
NUH,Nunchia Airport,5.65,-72.2
NUI,Nuiqsut Airport,70.21,-151.006
NUJ,Hamedan Air Base (Nogeh Airport),35.2117,48.6533
NUK,Nukutavake Airport,-19.285,-138.772
NUL,Nulato Airport,64.7293,-158.074
NUM,Neom Bay Airport,27.9276,35.2887
NUN,NOLF Saufley Field,30.4694,-87.3381
NUP,Nunapitchuk Airport,60.9056,-162.44
NUQ,Moffett Federal Airfield,37.4161,-122.049
NUR,Nullabor Motel Airport,-31.4417,130.902
NUS,Norsup Airport,-16.0797,167.401
NUT,Nutuve Airport,-5.63333,151.383
NUU,Nakuru Airport,-0.298067,36.1593
NUW,NAS Whidbey Island (Ault Field),48.3518,-122.656
NUX,Novy Urengoy Airport,66.0694,76.5203
NVA,Benito Salas Airport,2.95015,-75.294
NVD,Nevada Municipal Airport,37.853,-94.3045
NVG,Nueva Guinea Airport,11.6667,-84.45
NVI,Navoi International Airport,40.1172,65.1708
NVK,Narvik Airport,68.4369,17.3867
NVN,Nervino Airport,39.8185,-120.353
NVP,Novo Aripuana Airport,-5.11803,-60.3649
NVR,Novgorod Airport,58.4933,31.2417
NVS,Nevers - Fourchambault Airport,47.0026,3.11333
NVT,Navegantes-Ministro Victor Konder International Airport,-26.88,-48.6514
NVY,Neyveli Airport,11.613,79.5274
NWA,Moheli Bandar Es Eslam Airport,-12.2981,43.7664
NWH,Parlin Field,40.4625,-74.3306
NWI,Norwich International Airport,52.6758,1.28278
NWT,Nowata Airport,-9.98417,149.729
NYA,Nyagan Airport,62.11,65.615
NYE,Nyeri Airport,-0.364414,36.9785
NYG,MCAF Quantico (Turner Field),38.5017,-77.3053
NYI,Sunyani Airport,7.36183,-2.32876
NYK,Nanyuki Airport,-0.062399,37.041
NYM,Nadym Airport,65.4809,72.6989
NYN,Nyngan Airport,-31.5511,147.203
NYR,Nyurba Airport,63.295,118.337
NYT,Naypyidaw International Airport,19.6235,96.201
NYU,Nyaung U Airport,21.1788,94.9302
NYW,Monywa Airport,22.2216,95.0935
NZA,Nzagi Airport,-7.71694,21.3582
NZC,Maria Reiche Neuman Airport,-14.854,-74.9615
NZE,Nzerekore Airport,7.80602,-8.7018
NZH,Manzhouli Xijiao Airport,49.5667,117.33
NZL,Zhalantun Chengjisihan Airport,47.8658,122.768
NZY,NAS North Island (Halsey Field),32.6992,-117.215
OAA,Forward Operating Base Shank,33.9225,69.0772
OAG,Orange Airport,-33.3817,149.133
OAH,Shindand Air Base,33.3913,62.261
OAI,Bagram Airfield,34.9461,69.265
OAJ,Albert J. Ellis Airport,34.8292,-77.6121
OAK,Oakland International Airport,37.7213,-122.221
OAL,Capital do Cafe Airport,-11.496,-61.4508
OAM,Oamaru Airport,-44.97,171.082
OAN,El Arrayan Airport,15.5056,-86.5747
OAR,Marina Municipal Airport,36.6819,-121.762
OAS,Sharana Airstrip / Forward Operating Base Sharana,33.1258,68.8385
OAX,Xoxocotlan International Air,16.9999,-96.7266
OAZ,Camp Bastion Air Base,31.8638,64.2246
OBA,Oban Airport,56.4657,-5.3977
OBC,Obock Airport,11.967,43.267
OBD,Obano Airport,-3.9106,136.231
OBE,Okeechobee County Airport,27.2628,-80.8498
OBF,Oberpfaffenhofen Airport,48.0814,11.2831
OBI,Obidos Airport,-1.86717,-55.5144
OBL,Oostmalle Airfield,51.2647,4.75333
OBM,Morobe Airport,-7.74,147.59
OBN,Oban Airport (North Connel Airport),56.4635,-5.39967
OBO,Tokachi-Obihiro Airport,42.7333,143.217
OBS,Aubenas Aerodrome (Arddecheche Meridionale Aerodrom),44.5442,4.37219
OBU,Kobuk Airport,66.9123,-156.897
OBX,Obo Airport,-7.59062,141.324
OCA,Ocean Reef Club Airport,25.3254,-80.2748
OCC,Francisco de Orellana Airport,-0.462886,-76.9868
OCE,Ocean City Municipal Airport,38.3104,-75.124
OCF,Ocala International Airport (Jim Taylor Field),29.1726,-82.2242
OCH,A.L. Mangham Jr. Regional Airport,31.578,-94.7095
OCJ,Ian Fleming International Airport,18.4042,-76.969
OCM,Boolgeeda Airport,-22.54,117.275
OCN,Oceanside Municipal Airport,33.2173,-117.354
OCS,Corisco International Airport,0.9125,9.3304
OCV,Aguas Claras Airport,8.31506,-73.3583
OCW,Washington-Warren Airport (Warren Field),35.5705,-77.0498
ODA,Ouadda Airport,8.01056,22.3986
ODB,Cordoba Airport,37.842,-4.84888
ODC,Oakdale Airport,37.7563,-120.8
ODD,Oodnadatta Airport,-27.5617,135.447
ODE,Hans Christian Andersen Airport,55.4767,10.3309
ODH,RAF Odiham,51.2341,-0.942825
ODJ,Ouanda Djalle Airport,8.9,22.783
ODL,Cordillo Downs Airport,-26.7453,140.638
ODM,Garrett County Airport,39.2808,-79.3374
ODN,Long Seridan Airport,3.967,115.05
ODO,Bodaybo Airport,57.8661,114.243
ODR,Ord River Airport,-17.3408,128.912
ODS,Odessa International Airport,46.4268,30.6765
ODW,A.J. Eisenberg Airport,48.2515,-122.674
ODY,Oudomsay Airport,20.6827,101.994
OEC,Oecusse Airport,-9.19806,124.343
OEL,Oryol Yuzhny Airport,52.9347,36.0022
OEM,Vincent Fayks Airport,3.34528,-55.4425
OEO,L.O. Simenstad Municipal Airport,45.31,-92.6919
OER,Ornskoldsvik Airport,63.4083,18.99
OES,Antoine de Saint Exupery Airport,-40.7512,-65.0343
OFF,Offutt Air Force Base,41.1183,-95.9125
OFI,Ouango Fitini Airport,9.6,-4.05
OFJ,Olafsfjorour Airport,66.0833,-18.6667
OFK,Norfolk Regional Airport (Karl Stefan Memorial Field),41.9855,-97.4351
OFU,Ofu Airport,-14.1844,-169.67
OGA,Searle Field,41.1195,-101.77
OGB,Orangeburg Municipal Airport,33.4568,-80.8595
OGD,Ogden-Hinckley Airport,41.1959,-112.012
OGE,Ogeramnang Airport,-6.46675,147.364
OGG,Kahului Airport,20.8986,-156.43
OGL,Eugene F. Correia International Airport,6.80628,-58.1059
OGM,Ustupu-Ogobsucum Airport,9.1383,-77.9339
OGN,Yonaguni Airport,24.4669,122.978
OGO,Abengourou Airport,6.71556,-3.47028
OGR,Bongor Airport,10.2881,15.3811
OGS,Ogdensburg International Airport,44.6819,-75.4655
OGU,Ordu-Giresun Airport,40.966,38.081
OGV,Ongava Airstrip,-22.1833,18.5333
OGX,Ain Beida Airport,31.9172,5.41278
OGZ,Beslan Airport,43.2051,44.6066
OHA,RNZAF Base Ohakea,-40.206,175.388
OHB,Ambohibary Airport,-18.9175,48.2182
OHD,Ohrid St. Paul the Apostle Airport,41.18,20.7423
OHE,Mohe Gulian Airport,52.9128,122.43
OHH,Okha Airport (Novostroyka Airport),53.52,142.89
OHI,Oshakati Airport,-17.797,15.6993
OHO,Okhotsk Airport,59.4101,143.057
OHR,Wyk auf Fohr Airport,54.6844,8.52833
OHS,Sohar Airport,24.386,56.6254
OHT,PAF Base Kohat,33.57,71.44
OIA,Ourilandia do Norte Airport,-6.7631,-51.0499
OIC,Lt. Warren Eaton Airport,42.5666,-75.5241
OIM,Oshima Airport,34.782,139.36
OIR,Okushiri Airport,42.0717,139.433
OIT,Oita Airport,33.4794,131.737
OJC,Johnson County Executive Airport,38.8476,-94.7376
OJU,Tanjung Api Airport,-0.864417,121.623
OKA,Naha Airport,26.1958,127.646
OKB,Orchid Beach Airport,-24.9594,153.315
OKC,Will Rogers World Airport,35.3931,-97.6007
OKE,Okinoerabu Airport,27.4255,128.701
OKF,Okaukuejo Airport,-19.1492,15.9119
OKG,Okoyo Airport,-1.44833,15.0733
OKH,RAF Cottesmore,52.7294,-0.651389
OKI,Oki Airport,36.1811,133.325
OKJ,Okayama Airport,34.7569,133.855
OKK,Kokomo Municipal Airport,40.5282,-86.059
OKL,Gunung Bintang Airport,-4.9071,140.628
OKM,Okmulgee Regional Airport,35.6681,-95.9487
OKN,Okondja Airport,-0.665214,13.6731
OKP,Oksapmin Airport,-5.2261,142.226
OKQ,Okaba Airport,-8.0946,139.723
OKR,Yorke Island Airport,-9.7528,143.406
OKS,Garden County Airport,41.401,-102.355
OKT,Oktyabrsky Airport,54.44,53.3883
OKU,Mokuti Lodge Airport,-18.8128,17.0594
OKV,Okao Airport,-5.55667,141.033
OKY,Oakey Army Aviation Centre,-27.4114,151.735
OLA,Orland Airport,63.6989,9.604
OLB,Olbia Costa Smeralda Airport,40.8987,9.51763
OLC,Senadora Eunice Michiles Airport,-3.46793,-68.9204
OLD,Old Town Municipal Airport and Seaplane Base (Dewitt Field),44.9528,-68.6743
OLE,Cattaraugus County-Olean Airport,42.2422,-78.3716
OLF,L. M. Clayton Airport,48.0945,-105.575
OLH,Old Harbor Airport,57.2181,-153.27
OLI,Rif Airport,64.9114,-23.8231
OLJ,Olpoi Airport (North West Santo Airport),-14.8817,166.558
OLK,Fuerte Olimpo Airport,-21.0452,-57.8825
OLL,Oyo Ollombo Airport,-1.22667,15.91
OLM,Olympia Regional Airport,46.9694,-122.903
OLN,Lago Musters Airport,-45.5824,-68.9998
OLO,Olomouc Airport (Neredin Airport),49.5878,17.2108
OLP,Olympic Dam Airport,-30.485,136.877
OLQ,Olsobip Airport,-5.38972,141.515
OLR,Forward Operating Base Salerno,33.3638,69.9561
OLS,Nogales International Airport,31.4177,-110.848
OLU,Columbus Municipal Airport,41.448,-97.3426
OLV,Olive Branch Airport,34.9787,-89.7869
OLX,Olkiombo Airstrip,-1.40859,35.1107
OLY,Olney-Noble Airport,38.7207,-88.1749
OLZ,Olyokminsk Airport,60.3975,120.471
OMA,Eppley Airfield,41.3032,-95.8941
OMB,Omboue Hospital Airport,-1.57473,9.26269
OMC,Ormoc Airport,11.058,124.565
OMD,Oranjemund Airport,-28.5847,16.4467
OME,Nome Airport,64.5122,-165.445
OMF,King Hussein Air Base,32.3564,36.2592
OMG,Omega Airport,-18.0303,22.1897
OMH,Urmia Airport,37.6681,45.0687
OMI,Omidiyeh Air Base,30.8352,49.5349
OMJ,Omura Airport,35.0833,140.1
OMK,Omak Airport,48.4644,-119.518
OML,Omkalai Airport,-6.179,144.96
OMM,Marmul Airport,18.136,55.1821
OMO,Mostar Airport,43.2829,17.8459
OMR,Oradea International Airport,47.0253,21.9025
OMS,Omsk Tsentralny Airport,54.967,73.3105
OMY,Thbeng Meanchey Airport (Preah Vinhear Airport),13.7597,104.972
ONA,Winona Municipal Airport (Max Conrad Field),44.0772,-91.7083
ONB,Ononge Airport,-8.67436,147.262
OND,Ondangwa Airport,-17.8782,15.9526
ONE,Onepusu Airport,-9.16667,161.067
ONG,Mornington Island Airport,-16.6625,139.178
ONH,Oneonta Municipal Airport,42.5247,-75.0644
ONI,Moanamani Airport,-3.9834,136.083
ONJ,Odate-Noshiro Airport,40.1919,140.371
ONK,Olenyok Airport,68.515,112.48
ONL,O'Neill Municipal Airport (John L. Baker Field),42.4699,-98.6881
ONM,Socorro Municipal Airport,34.024,-106.898
ONO,Ontario Municipal Airport,44.0205,-117.014
ONP,Newport Municipal Airport,44.5804,-124.058
ONQ,Zonguldak Airport,41.5064,32.0886
ONR,Monkira Airport,-24.8167,140.533
ONS,Onslow Airport,-21.6683,115.113
ONT,Ontario International Airport,34.056,-117.601
ONU,Ono-i-Lau Airport,-20.6589,-178.741
ONX,Enrique Adolfo Jimenez Airport,9.35664,-79.8674
ONY,Olney Municipal Airport,33.3522,-98.7915
OOA,Oskaloosa Municipal Airport,41.0048,-93.3096
OOK,Toksook Bay Airport,60.5414,-165.087
OOL,Gold Coast Airport (Coolangatta Airport),-28.1644,153.505
OOM,Cooma-Snowy Mountains Airport,-36.3006,148.974
OOR,Mooraberree Airport,-25.25,140.983
OOT,Onotoa Airport,-1.79611,175.526
OPA,Kopasker Airport,66.3108,-16.4667
OPB,Open Bay Airport,-4.79473,151.696
OPF,Miami-Opa Locka Executive Airport,25.907,-80.2784
OPI,Oenpelli Airport,-12.325,133.006
OPL,St. Landry Parish Airport (Ahart Field),30.5584,-92.0994
OPO,Francisco Sá Carneiro Airport,41.2356,-8.67806
OPS,Presidente Joao Figueiredo Airport,-11.885,-55.5861
OPU,Balimo Airport,-8.05,142.933
OPW,Opuwa Airport,-18.0614,13.8505
ORA,Oran Air,-23.1528,-64.3292
ORB,Orebro Airport,59.2237,15.038
ORC,Orocue Airport,4.79222,-71.3564
ORD,Chicago O'Hare International Airport,41.9786,-87.9047
ORE,Orleans - Saint-Denis-de-l'Hotel port,47.9878,1.76056
ORF,Norfolk International Airport,36.8946,-76.2012
ORG,Zorg en Hoop Airport,5.81108,-55.1907
ORH,Worcester Regional Airport,42.2673,-71.8757
ORI,Port Lions Airport,57.8853,-152.846
ORJ,Orinduik Airport,4.72527,-60.035
ORK,Cork Airport,51.8413,-8.49111
ORL,Orlando Executive Airport,28.5455,-81.3329
ORM,Sywell Aerodrome,52.3053,-0.793056
ORN,Oran Es Senia Airport,35.6239,-0.621183
ORO,Yoro Airport,15.1275,-87.135
ORP,Orapa Airport,-21.2667,25.3167
ORR,Yorketown Airport,-35,137.617
ORS,Orpheus Island Resort Waterport,-18.634,146.5
ORT,Northway Airport,62.9613,-141.929
ORU,Juan Mendoza Airport,-17.9626,-67.0762
ORV,Robert (Bob) Curtis Memorial Airport,66.8179,-161.019
ORW,Ormara Airport,25.2747,64.586
ORX,Oriximina Airport,-1.71408,-55.8362
ORY,Aéroport de Paris-Orly,48.7231,2.35944
ORZ,Orange Walk Airport,18.0468,-88.5839
OSB,Grand Glaize-Osage Beach Airport,36.3058,43.1474
OSC,Oscoda-Wurtsmith Airport,44.4516,-83.3941
OSD,Are Ostersund Airport,63.1944,14.5003
OSE,Omora Airport,-7.82778,147.081
OSF,Ostafyevo International Airport,55.5117,37.5072
OSG,Ossima Airport,-2.91556,141.297
OSH,Wittman Regional Airport,43.9844,-88.557
OSI,Osijek Airport,45.4627,18.8102
OSK,Oskarshamn Airport,57.3505,16.498
OSL,Oslo Airport,60.1939,11.1004
OSM,Mosul International Airport,36.3058,43.1474
OSN,Osan Air Base,37.0906,127.03
OSO,Osborne Mine Airport,-22.0817,140.555
OSR,Leos Janacek Airport,49.6963,18.1111
OSS,Osh Airport,40.609,72.7933
OST,Ostend-Bruges International Airport,51.1989,2.86222
OSU,Ohio State University Airport,40.0798,-83.073
OSW,Orsk Airport,51.0725,58.5956
OSX,Kosciusko-Attala County Airport,33.09,-89.5409
OSY,Namsos Airport,64.4722,11.5786
OSZ,Koszalin-Zegrze Pomorskie Airport,54.0425,16.2656
OTA,Mota Airport,11.083,37.867
OTC,Bol-Berim Airport,13.4433,14.7394
OTD,Contadora Airport,8.62876,-79.0347
OTG,Worthington Municipal Airport,43.6559,-95.584
OTH,Southwest Oregon Regional Airport,43.4171,-124.246
OTI,Pitu Airport,2.04599,128.325
OTJ,Otjiwarongo Airport,-20.4347,16.6608
OTK,Tillamook Airport,45.4182,-123.814
OTL,Boutilimit Airport,17.533,-14.683
OTM,Ottumwa Regional Airport,41.1066,-92.4479
OTN,Ed-Air Airport,38.8514,-87.4997
OTP,Bucharest Henri Coandă International Airport,44.5711,26.085
OTR,Coto 47 Airport,8.60156,-82.9686
OTS,Anacortes Airport,48.499,-122.662
OTT,Andre Maggi Airport,-9.89861,-58.5819
OTU,Otu Airport,7.01037,-74.7155
OTV,Ontong Java Airport,-5.515,159.528
OTY,Oria Airport,-6.57761,155.771
OTZ,Ralph Wien Memorial Airport,66.8847,-162.599
OUA,Ouagadougou Airport,12.3532,-1.51242
OUD,Angads Airport,34.7872,-1.92399
OUE,Ouesso Airport,1.61599,16.0379
OUG,Ouahigouya Airport,13.567,-2.417
OUH,Oudtshoorn Airport,-33.607,22.189
OUK,Out Skerries Airport,60.4252,-0.75
OUL,Oulu Airport,64.9301,25.3546
OUM,Oum Hadjer Airport,13.2782,19.7103
OUN,University of Oklahoma Westheimer Airport (Max Westheimer Airport),35.2456,-97.4721
OUR,Batouri Airport,4.475,14.3625
OUS,Jornalista Benedito Pimentel-Ourinhos State Airport,-22.9665,-49.9133
OUT,Bousso Airport,10.483,16.717
OUU,Ouanga Airport,-2.98333,10.3
OUZ,Tazadit Airport,22.7564,-12.4836
OVA,Bekily Airport,-24.2357,45.3045
OVB,Tolmachevo Airport,55.0126,82.6507
OVD,Asturias Airport (Oviedo Airport),43.5636,-6.03462
OVE,Oroville Municipal Airport,39.4878,-121.622
OVG,Air Force Base Overberg,-34.5549,20.2507
OVL,El Tuqui Airport,-30.5592,-71.1756
OVR,Olavarria Airport,-36.89,-60.2166
OVS,Sovetsky Airport,61.3266,63.6019
OWA,Owatonna Degner Regional Airport,44.1234,-93.2606
OWB,Owensboro-Daviess County Airport,37.7401,-87.1668
OWD,Norwood Memorial Airport,42.1905,-71.1729
OWE,Owendo Airport,0.3,9.5
OWK,Central Maine Airport of Norridgewock,44.7155,-69.8665
OXB,Osvaldo Vieira International Airport,11.8948,-15.6537
OXC,Waterbury-Oxford Airport,41.4786,-73.1352
OXD,Miami University Airport,39.5023,-84.7844
OXF,Oxford Airport (London Oxford Airport),51.8369,-1.32
OXO,Orientos Airport,-28.0598,141.536
OXR,Oxnard Airport,34.2008,-119.207
OXY,Morney Airport,-25.3583,141.433
OYA,Goya Airport,-29.1058,-59.2189
OYE,Oyem Airport,1.54311,11.5814
OYG,Moyo Airport,3.6444,31.7628
OYK,Oiapoque Airport,3.85549,-51.7969
OYL,Moyale Airport,3.46972,39.1014
OYN,Ouyen Airport,-35.089,142.354
OYO,Tres Arroyos Airport,-38.3869,-60.3297
OYP,Saint-Georges-de-l'Oyapock Airport,3.8976,-51.8041
OZA,Ozona Municipal Airport,30.7353,-101.203
OZC,Labo Airport,8.17851,123.842
OZG,Zagora Airport,30.3203,-5.86667
OZH,Zaporizhia International Airport,47.867,35.3157
OZP,Moron Air Base,37.1749,-5.61594
OZR,Cairns Army Airfield,31.2757,-85.7134
OZZ,Ouarzazate Airport,30.9391,-6.90943
PAA,Hpa-An Airport,16.8937,97.6746
PAB,Bilaspur Airport,21.9884,82.111
PAC,Albrook Marcos A. Gelabert International Airport,8.97334,-79.5556
PAD,Paderborn Lippstadt Airport,51.6141,8.61632
PAE,Paine Field (Snohomish County Airport),47.9063,-122.282
PAF,Pakuba Airfield,2.32639,31.4978
PAG,Pagadian Airport,7.83073,123.461
PAH,Barkley Regional Airport,37.0608,-88.7738
PAJ,Parachinar Airport,33.9021,70.0716
PAK,Port Allen Airport,21.8969,-159.603
PAL,Captain German Olano Moreno Air Base,5.48361,-74.6574
PAM,Tyndall Air Force Base,30.0696,-85.5754
PAN,Pattani Airport,6.78546,101.154
PAO,Palo Alto Airport (Santa Clara County Airport),37.4611,-122.115
PAP,Toussaint Louverture International Airport,18.58,-72.2925
PAQ,Palmer Municipal Airport,61.5949,-149.089
PAS,Paros National Airport,37.0205,25.1132
PAT,Lok Nayak Jayaprakash Airport,25.5913,85.088
PAU,Pauk Airport,21.4492,94.4869
PAV,Paulo Afonso Airport,-9.40088,-38.2506
PAW,Pambwa Airport,-10.5833,151.083
PAX,Port-de-Paix Airport,19.9336,-72.8486
PAY,Pamol Airport,5.9993,117.4
PAZ,El Tajin National Airport,20.6027,-97.4608
PBB,Paranaiba Airport,-19.6512,-51.1994
PBC,Hermanos Serdan International Airport,19.1581,-98.3714
PBD,Porbandar Airport,21.6487,69.6572
PBE,Morela Airport (Puerto Berrio Airport,6.46034,-74.4105
PBF,Grider Field,34.1731,-91.9356
PBG,Plattsburgh International Airport,44.6509,-73.4681
PBH,Paro International Airport,27.4032,89.4246
PBI,Palm Beach International Airport,26.6832,-80.0956
PBJ,Paama Airport,-16.439,168.257
PBL,Bartolome Salom Airport,10.4805,-68.073
PBM,Johan Adolf Pengel International Airport,5.45283,-55.1878
